ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 10197      3304      3305      4.57031      -5.03125      8.376      4.58594      -4.96875      8.703      0.00678672      0
 10198      12478      3305      4.57031      -5.03125      8.376      4.74219      -5.125      8.497      0.00898639      0
 10199      4445      12478      4.74219      -5.125      8.497      4.875      -5.21875      8.639      0.00378705      1
 10200      4446      12478      4.74219      -5.125      8.497      4.80469      -5.3125      8.591      0.00729944      0
 10201      4543      12478      4.74219      -5.125      8.497      4.80469      -5.0625      8.737      0.00476655      0
 10202      12477      12478      4.74219      -5.125      8.497      4.79688      -5.0625      8.495      0.00734824      0
 10203      3386      12482      4.67969      -5.25      8.844      4.61719      -5.34375      9.027      0.00391977      0
 10204      4546      12482      4.67969      -5.25      8.844      4.78125      -5.125      9.078      0.00221938      1
 10205      12578      12482      4.67969      -5.25      8.844      4.5625      -5.15625      8.927      0.00414738      0
 10206      3301      12578      4.5625      -5.15625      8.927      4.50781      -5.125      9.009      0.00318694      0
 10207      3299      3301      4.50781      -5.125      9.009      4.42969      -5.28125      9.072      0.00132119      1
 10208      4634      3301      4.50781      -5.125      9.009      4.64062      -5.0625      9.227      0.0019491      0
 10209      3300      4634      4.64062      -5.0625      9.227      4.52344      -5.0625      9.326      0.000514157      1
 10210      12572      4634      4.64062      -5.0625      9.227      4.71875      -4.96875      9.337      0.000514157      1
 10211      12575      4634      4.64062      -5.0625      9.227      4.67188      -5.03125      9.389      0.000514157      1
 10212      12670      4634      4.64062      -5.0625      9.227      4.53906      -4.90625      9.279      0.000514157      1
 10213      3385      3386      4.61719      -5.34375      9.027      4.60156      -5.34375      9.2      0.00250596      0
 10214      3384      3385      4.60156      -5.34375      9.2      4.58594      -5.375      9.336      0.00145285      0
 10215      11254      3385      4.60156      -5.34375      9.2      4.73438      -5.21875      9.242      0.00131923      0
 10216      4548      11254      4.73438      -5.21875      9.242      4.79688      -5.125      9.315      0.000343978      1
 10217      4549      11254      4.73438      -5.21875      9.242      4.73438      -5.21875      9.341      0.000343978      1
 10218      4550      3384      4.58594      -5.375      9.336      4.70312      -5.28125      9.428      0.000463387      1
 10219      12473      12477      4.79688      -5.0625      8.495      4.90625      -4.9375      8.435      0.00593811      0
 10220      4441      12473      4.90625      -4.9375      8.435      5.0625      -4.9375      8.46      0.00472764      0
 10221      4442      4441      5.0625      -4.9375      8.46      5.0625      -4.9375      8.653      0.00348787      0
 10222      11356      4442      5.0625      -4.9375      8.653      5.10156      -5      8.862      0.00207633      0
 10223      12391      4442      5.0625      -4.9375      8.653      5.14062      -4.9375      8.873      0.00131681      1
 10224      4355      11356      5.10156      -5      8.862      5.20312      -5.0625      8.84      0.000906908      0
 10225      4443      11356      5.10156      -5      8.862      5.07031      -4.96875      8.915      0.00113547      0
 10226      12471      4443      5.07031      -4.96875      8.915      5.03906      -4.8125      8.955      0.000429508      1
 10227      11435      4355      5.20312      -5.0625      8.84      5.23438      -5.125      8.782      0.00022375      1
 10228      4544      4543      4.80469      -5.0625      8.737      4.82031      -5.0625      9.013      0.00076132      1
 10229      4447      4446      4.80469      -5.3125      8.591      4.77344      -5.34375      8.677      0.00613442      0
 10230      11349      4446      4.80469      -5.3125      8.591      4.85938      -5.4375      8.62      0.00302743      1
 10231      11351      4446      4.80469      -5.3125      8.591      4.89062      -5.40625      8.534      0.00344707      0
 10232      11352      11351      4.89062      -5.40625      8.534      4.91406      -5.375      8.419      0.000308073      1
 10233      4450      4449      4.74219      -5.40625      8.928      4.72656      -5.4375      9.106      0.00328171      0
 10234      11430      4449      4.74219      -5.40625      8.928      4.96875      -5.59375      8.914      0.00182617      1
 10235      4451      4450      4.72656      -5.4375      9.106      4.70312      -5.5      9.215      0.00124088      1
 10236      11345      4450      4.72656      -5.4375      9.106      4.83594      -5.46875      9.201      0.00216141      0
 10237      4359      11345      4.83594      -5.46875      9.201      4.9375      -5.46875      9.208      0.00134511      0
 10238      11347      11345      4.83594      -5.46875      9.201      4.90625      -5.3125      9.381      0.000780596      1
 10239      11429      4359      4.9375      -5.46875      9.208      4.95312      -5.625      9.118      0.000477786      1
 10240      3303      3304      4.58594      -4.96875      8.703      4.5625      -5.03125      8.805      0.00178955      1
 10241      12569      3304      4.58594      -4.96875      8.703      4.69531      -4.96875      8.784      0.00336117      0
 10242      3387      12569      4.69531      -4.96875      8.784      4.88281      -4.75      8.928      0.00181223      0
 10243      12562      3387      4.88281      -4.75      8.928      4.95312      -4.65625      9.01      0.000368777      1
 10244      11183      4541      4.85156      -4.9375      7.91      4.85156      -4.71875      8.081      0.000765002      1
 10245      3391      4537      4.875      -4.875      7.589      4.91406      -4.78125      7.576      0.00864767      0
 10246      4539      4537      4.875      -4.875      7.589      4.84375      -4.9375      7.706      0.00609539      0
 10247      3309      4539      4.84375      -4.9375      7.706      4.69531      -4.8125      7.805      0.00253776      0
 10248      3308      3309      4.69531      -4.8125      7.805      4.66406      -4.84375      7.861      0.00157964      0
 10249      3211      3308      4.66406      -4.84375      7.861      4.53125      -4.6875      7.971      0.000629939      1
 10250      11270      3391      4.91406      -4.78125      7.576      5.03906      -4.78125      7.655      0.00770695      0
 10251      4534      11270      5.03906      -4.78125      7.655      4.98438      -4.75      7.759      0.00670567      0
 10252      11272      11270      5.03906      -4.78125      7.655      5.07031      -4.71875      7.617      0.00533057      0
 10253      3470      11272      5.07031      -4.71875      7.617      5.15625      -4.625      7.671      0.00308275      0
 10254      4433      11272      5.07031      -4.71875      7.617      5.23438      -4.625      7.519      0.00166139      1
 10255      4530      11272      5.07031      -4.71875      7.617      5.08594      -4.59375      7.662      0.00166139      1
 10256      11274      3470      5.15625      -4.625      7.671      5.15625      -4.53125      7.937      0.00167302      0
 10257      12383      3470      5.15625      -4.625      7.671      5.3125      -4.59375      7.606      0.00163358      0
 10258      4349      12383      5.3125      -4.59375      7.606      5.39844      -4.6875      7.581      0.000330914      1
 10259      11277      11274      5.15625      -4.53125      7.937      5.21875      -4.4375      8.023      0.00036514      1
 10260      4627      4534      4.98438      -4.75      7.759      4.96094      -4.53125      7.901      0.0053045      0
 10261      12560      4534      4.98438      -4.75      7.759      4.86719      -4.65625      8.018      0.00291954      1
 10262      3313      4627      4.96094      -4.53125      7.901      4.89062      -4.34375      7.926      0.00365528      0
 10263      12646      3313      4.89062      -4.34375      7.926      4.88281      -4.34375      7.993      0.00272642      0
 10264      12649      12646      4.88281      -4.34375      7.993      4.84375      -4.40625      8.096      0.00207389      0
 10265      4628      12649      4.84375      -4.40625      8.096      5.02344      -4.46875      8.302      0.000773351      1
 10266      4353      4354      4.71094      -5.5625      6.849      4.76562      -5.5      6.854      0.00163633      0
 10267      11262      4353      4.76562      -5.5      6.854      4.75      -5.375      6.655      0.000638316      1
 10268      3462      3463      4.73438      -5.65625      6.904      4.6875      -5.75      6.912      0.00179563      0
 10269      4285      3463      4.73438      -5.65625      6.904      4.80469      -5.71875      6.992      0.00146291      1
 10270      11353      3463      4.73438      -5.65625      6.904      4.77344      -5.71875      6.835      0.00226195      0
 10271      11354      3463      4.73438      -5.65625      6.904      4.82812      -5.625      6.881      0.00278805      0
 10272      3532      11354      4.82812      -5.625      6.881      4.92969      -5.6875      6.94      0.00199999      0
 10273      11434      3532      4.92969      -5.6875      6.94      4.96875      -5.75      6.857      0.00120961      0
 10274      11503      11434      4.96875      -5.75      6.857      5.08594      -5.84375      6.818      0.000403039      1
 10275      11433      11353      4.77344      -5.71875      6.835      4.91406      -5.84375      6.835      0.000828548      0
 10276      4222      11433      4.91406      -5.84375      6.835      4.89062      -5.875      6.874      0.000129396      1
 10277      4286      3462      4.6875      -5.75      6.912      4.75      -5.78125      6.987      0.000255646      1
 10278      12487      3209      4.14062      -5.65625      6.891      4.22656      -5.625      6.935      0.00145063      1
 10279      12488      3209      4.14062      -5.65625      6.891      4.17969      -5.6875      6.982      0.00275391      0
 10280      3207      12488      4.17969      -5.6875      6.982      4.08594      -5.78125      7.033      0.00192931      0
 10281      3208      12488      4.17969      -5.6875      6.982      4.13281      -5.65625      7.074      0.00112079      1
 10282      4545      12488      4.17969      -5.6875      6.982      4.25781      -5.65625      7.049      0.0016738      0
 10283      4547      4545      4.25781      -5.65625      7.049      4.22656      -5.71875      7.157      0.000454216      1
 10284      11178      4545      4.25781      -5.65625      7.049      4.28906      -5.8125      7.116      0.000454216      1
 10285      3302      3207      4.08594      -5.78125      7.033      4.1875      -6      7.102      0.000684175      1
 10286      4830      2905      3.70312      -5.46875      6.68      3.64844      -5.5625      6.795      0.011727      0
 10287      10738      4830      3.64844      -5.5625      6.795      3.64844      -5.65625      6.827      0.00703265      0
 10288      12771      4830      3.64844      -5.5625      6.795      3.64062      -5.5      6.896      0.0106551      0
 10289      12773      4830      3.64844      -5.5625      6.795      3.57812      -5.5625      6.774      0.00576591      0
 10290      2790      12773      3.57812      -5.5625      6.774      3.48438      -5.5625      6.904      0.000417993      1
 10291      2791      12771      3.64062      -5.5      6.896      3.53125      -5.46875      6.907      0.00533867      0
 10292      2904      12771      3.64062      -5.5      6.896      3.65625      -5.53125      7.085      0.00946291      0
 10293      4917      12771      3.64062      -5.5      6.896      3.60156      -5.375      7.023      0.00475735      1
 10294      10602      12771      3.64062      -5.5      6.896      3.65625      -5.28125      6.947      0.00650743      0
 10295      10604      10602      3.65625      -5.28125      6.947      3.70312      -5.1875      6.977      0.00263466      0
 10296      12856      10604      3.70312      -5.1875      6.977      3.77344      -5.125      7.198      0.00147829      0
 10297      10741      12856      3.77344      -5.125      7.198      3.86719      -5.21875      7.198      0.000339265      1
 10298      10596      2904      3.65625      -5.53125      7.085      3.5      -5.53125      7.28      0.00520222      0
 10299      10597      2904      3.65625      -5.53125      7.085      3.54688      -5.4375      7.297      0.00776912      0
 10300      10598      10597      3.54688      -5.4375      7.297      3.60938      -5.3125      7.437      0.00608793      0
 10301      10739      10598      3.60938      -5.3125      7.437      3.78125      -5.34375      7.647      0.00438845      0
 10302      10735      10739      3.78125      -5.34375      7.647      3.75      -5.40625      7.986      0.00224755      0
 10303      10844      10735      3.75      -5.40625      7.986      3.85938      -5.5      8.12      0.000523716      1
 10304      10595      10596      3.5      -5.53125      7.28      3.48438      -5.53125      7.451      0.00133399      0
 10305      12863      10596      3.5      -5.53125      7.28      3.4375      -5.5625      7.253      0.000882004      1
 10306      12864      10595      3.48438      -5.53125      7.451      3.42969      -5.59375      7.569      0.000372375      1
 10307      2686      2791      3.53125      -5.46875      6.907      3.38281      -5.40625      6.92      0.000421734      1
 10308      4831      10738      3.64844      -5.65625      6.827      3.63281      -5.625      6.95      0.00147685      1
 10309      10736      10738      3.64844      -5.65625      6.827      3.625      -5.6875      6.934      0.0027752      0
 10310      10734      10736      3.625      -5.6875      6.934      3.60156      -5.71875      7.125      0.00174319      0
 10311      10731      10734      3.60156      -5.71875      7.125      3.57031      -5.75      7.316      0.000521674      1
 10312      3020      3022      4.07031      -5.21875      4.486      4.0625      -5.21875      4.619      0.00635851      1
 10313      12567      3022      4.07031      -5.21875      4.486      4.125      -5.25      4.598      0.00701679      0
 10314      12573      3022      4.07031      -5.21875      4.486      4.00781      -5.375      4.528      0.0129483      0
 10315      12577      12573      4.00781      -5.375      4.528      3.97656      -5.4375      4.706      0.0115264      0
 10316      12580      12577      3.97656      -5.4375      4.706      3.89844      -5.53125      4.783      0.010232      0
 10317      3012      12580      3.89844      -5.53125      4.783      3.875      -5.625      4.825      0.00927835      0
 10318      10847      3012      3.875      -5.625      4.825      3.83594      -5.75      5.14      0.00414196      1
 10319      10848      3012      3.875      -5.625      4.825      3.83594      -5.78125      4.728      0.0057252      0
 10320      12583      3012      3.875      -5.625      4.825      3.77344      -5.6875      4.715      0.008266      0
 10321      4738      12583      3.77344      -5.6875      4.715      3.57031      -5.8125      4.903      0.00653076      0
 10322      12680      12583      3.77344      -5.6875      4.715      3.57031      -5.625      4.679      0.0035724      1
 10323      2693      4738      3.57031      -5.8125      4.903      3.3125      -5.71875      5.073      0.00252917      1
 10324      4825      4738      3.57031      -5.8125      4.903      3.46875      -5.65625      5.112      0.00441646      0
 10325      12772      4825      3.46875      -5.65625      5.112      3.40625      -5.625      5.296      0.00275488      0
 10326      12861      12772      3.40625      -5.625      5.296      3.28906      -5.5625      5.422      0.00149341      0
 10327      2597      12861      3.28906      -5.5625      5.422      3.17188      -5.5625      5.536      0.000427213      1
 10328      4631      10848      3.83594      -5.78125      4.728      3.74219      -5.9375      5.009      0.00161416      0
 10329      12489      4631      3.74219      -5.9375      5.009      3.74219      -6.03125      5.059      0.000265928      1
 10330      10976      12567      4.125      -5.25      4.598      4.21875      -5.375      4.684      0.000470125      1
 10331      4613      10989      4.46875      -4.96875      4.121      4.46094      -4.875      4.192      0.0378631      0
 10332      12559      4613      4.46094      -4.875      4.192      4.375      -4.90625      4.261      0.03686      0
 10333      10876      3121      4.39844      -4.875      4.491      4.40625      -4.75      4.54      0.0337872      0
 10334      11093      3121      4.39844      -4.875      4.491      4.60938      -5.03125      4.705      0.0187853      0
 10335      3320      11093      4.60938      -5.03125      4.705      4.67188      -5.09375      4.876      0.0037428      0
 10336      11191      11093      4.60938      -5.03125      4.705      4.72656      -5.1875      4.71      0.00289205      0
 10337      12303      11191      4.72656      -5.1875      4.71      4.92188      -5.0625      4.792      0.000669504      1
 10338      3318      3320      4.67188      -5.09375      4.876      4.64062      -5.15625      4.923      0.00278627      0
 10339      4345      3320      4.67188      -5.09375      4.876      4.83594      -5.21875      4.88      0.00143436      1
 10340      4347      3318      4.64062      -5.15625      4.923      4.80469      -5.28125      5.025      0.00166301      0
 10341      4431      3318      4.64062      -5.15625      4.923      4.625      -5.25      5.174      0.00161139      0
 10342      12393      4431      4.625      -5.25      5.174      4.57031      -5.28125      5.298      0.0003576      1
 10343      11278      4347      4.80469      -5.28125      5.025      4.88281      -5.25      5.047      0.000601033      0
 10344      12307      11278      4.88281      -5.25      5.047      4.85938      -5.1875      5.06      0.000162777      1
 10345      10874      10876      4.40625      -4.75      4.54      4.38281      -4.78125      4.683      0.0325801      0
 10346      3226      10874      4.38281      -4.78125      4.683      4.53125      -4.9375      4.872      0.0307312      0
 10347      3225      3226      4.53125      -4.9375      4.872      4.50781      -4.96875      4.989      0.0289974      0
 10348      3227      3226      4.53125      -4.9375      4.872      4.58594      -4.8125      4.959      0.0173226      0
 10349      12464      4522      4.64844      -4.9375      4.823      4.65625      -4.875      4.89      0.0113778      0
 10350      4520      12464      4.65625      -4.875      4.89      4.73438      -4.84375      4.946      0.0106324      0
 10351      11096      4520      4.73438      -4.84375      4.946      4.6875      -4.875      5.086      0.00966636      0
 10352      11194      4520      4.73438      -4.84375      4.946      4.85156      -4.9375      5.063      0.00933543      0
 10353      12462      4520      4.73438      -4.84375      4.946      4.73438      -4.78125      5.05      0.00970246      0
 10354      4519      12462      4.73438      -4.78125      5.05      4.82031      -4.71875      5.022      0.00874726      0
 10355      11097      12462      4.73438      -4.78125      5.05      4.73438      -4.78125      5.16      0.00479411      0
 10356      4614      11097      4.73438      -4.78125      5.16      4.70312      -4.65625      5.228      0.000376338      1
 10357      4617      11097      4.73438      -4.78125      5.16      4.63281      -4.71875      5.217      0.000376338      1
 10358      11199      4519      4.82031      -4.71875      5.022      5.07031      -4.53125      5.043      0.00716105      0
 10359      11200      11199      5.07031      -4.53125      5.043      5.15625      -4.34375      5.345      0.00468447      0
 10360      11286      11199      5.07031      -4.53125      5.043      5.28906      -4.46875      5.343      0.00280227      1
 10361      4416      11200      5.15625      -4.34375      5.345      5.29688      -4.34375      5.323      0.00206739      0
 10362      4510      11200      5.15625      -4.34375      5.345      5.1875      -4.25      5.378      0.00303585      0
 10363      4607      4510      5.1875      -4.25      5.378      5.16406      -4.03125      5.392      0.00125023      1
 10364      4608      4510      5.1875      -4.25      5.378      5.11719      -4.09375      5.471      0.00202574      0
 10365      12447      4510      5.1875      -4.25      5.378      5.30469      -4.125      5.409      0.00125023      1
 10366      3329      4608      5.11719      -4.09375      5.471      5.07812      -4.125      5.532      0.00114025      0
 10367      12544      3329      5.07812      -4.125      5.532      5.15625      -4.0625      5.657      0.000417504      1
 10368      11287      4416      5.29688      -4.34375      5.323      5.39062      -4.28125      5.418      0.000381139      1
 10369      4343      11194      4.85156      -4.9375      5.063      4.99219      -5.03125      5.238      0.00752249      0
 10370      4341      4343      4.99219      -5.03125      5.238      5.09375      -4.90625      5.43      0.00570195      0
 10371      4339      4341      5.09375      -4.90625      5.43      5.21094      -4.78125      5.578      0.00399291      0
 10372      11372      4341      5.09375      -4.90625      5.43      5.24219      -4.96875      5.59      0.00285981      0
 10373      11374      4341      5.09375      -4.90625      5.43      5.28906      -4.875      5.564      0.00394822      0
 10374      4271      11374      5.28906      -4.875      5.564      5.36719      -4.8125      5.5      0.00270919      0
 10375      11375      4271      5.36719      -4.8125      5.5      5.35938      -4.75      5.53      0.00107683      1
 10376      12222      4271      5.36719      -4.8125      5.5      5.40625      -4.78125      5.468      0.00211005      0
 10377      4270      12222      5.40625      -4.78125      5.468      5.41406      -4.75      5.491      0.00175777      0
 10378      11451      12222      5.40625      -4.78125      5.468      5.53125      -4.8125      5.458      0.00149242      0
 10379      11514      11451      5.53125      -4.8125      5.458      5.71875      -4.78125      5.466      0.000504746      1
 10380      11452      4270      5.41406      -4.75      5.491      5.57812      -4.71875      5.533      0.00105483      0
 10381      4200      11452      5.57812      -4.71875      5.533      5.66406      -4.6875      5.573      0.00024825      1
 10382      11448      11372      5.24219      -4.96875      5.59      5.375      -5.09375      5.614      0.000486399      1
 10383      12227      11372      5.24219      -4.96875      5.59      5.3125      -4.90625      5.632      0.000486399      1
 10384      3473      4339      5.21094      -4.78125      5.578      5.21094      -4.6875      5.516      0.00281737      0
 10385      12297      3473      5.21094      -4.6875      5.516      5.30469      -4.65625      5.527      0.00210369      0
 10386      4335      12297      5.30469      -4.65625      5.527      5.32031      -4.625      5.557      0.0016257      0
 10387      3475      4335      5.32031      -4.625      5.557      5.26562      -4.5625      5.555      0.0010011      0
 10388      12295      4335      5.32031      -4.625      5.557      5.36719      -4.59375      5.503      0.00122782      0
 10389      3541      12295      5.36719      -4.59375      5.503      5.45312      -4.59375      5.549      0.000685702      0
 10390      12292      12295      5.36719      -4.59375      5.503      5.42969      -4.53125      5.578      0.000458729      1
 10391      12219      3541      5.45312      -4.59375      5.549      5.52344      -4.625      5.549      0.000186465      1
 10392      12373      3475      5.26562      -4.5625      5.555      5.24219      -4.46875      5.588      0.000254567      1
 10393      4525      11096      4.6875      -4.875      5.086      4.64844      -4.96875      5.218      0.00846185      0
 10394      11190      4525      4.64844      -4.96875      5.218      4.76562      -5.0625      5.469      0.00674814      0
 10395      3397      12385      4.91406      -4.90625      5.612      4.96875      -4.8125      5.638      0.00343665      0
 10396      3398      3397      4.96875      -4.8125      5.638      5.02344      -4.6875      5.644      0.00258501      0
 10397      12381      3398      5.02344      -4.6875      5.644      5.07812      -4.6875      5.637      0.00194397      0
 10398      11284      12381      5.07812      -4.6875      5.637      5.17188      -4.6875      5.614      0.000822416      1
 10399      12378      12381      5.07812      -4.6875      5.637      5.14062      -4.625      5.663      0.0014641      0
 10400      12456      12378      5.14062      -4.625      5.663      5.07031      -4.4375      5.622      0.00054619      1
 10401      3118      3227      4.58594      -4.8125      4.959      4.4375      -4.75      5.118      0.00276006      1
 10402      12554      3227      4.58594      -4.8125      4.959      4.61719      -4.6875      5.116      0.00517933      0
 10403      12551      12554      4.61719      -4.6875      5.116      4.67969      -4.625      5.147      0.00411977      0
 10404      3228      12551      4.67969      -4.625      5.147      4.67969      -4.5625      5.209      0.00176818      1
 10405      12549      12551      4.67969      -4.625      5.147      4.74219      -4.53125      5.172      0.00338763      0
 10406      12545      12549      4.74219      -4.53125      5.172      5.03906      -4.1875      5.325      0.0013946      1
 10407      12468      3222      4.50781      -4.9375      5.443      4.64844      -4.9375      5.542      0.0239558      0
 10408      4528      12468      4.64844      -4.9375      5.542      4.67188      -5      5.773      0.022252      0
 10409      12469      4528      4.67188      -5      5.773      4.66406      -4.96875      5.999      0.0203298      0
 10410      4529      12469      4.66406      -4.96875      5.999      4.6875      -5      6.008      0.0130712      0
 10411      4622      12469      4.66406      -4.96875      5.999      4.63281      -4.8125      6.133      0.0185547      0
 10412      12466      12469      4.66406      -4.96875      5.999      4.78906      -4.84375      6.188      0.00997522      0
 10413      11275      12466      4.78906      -4.84375      6.188      4.96875      -5      6.235      0.000659799      1
 10414      4624      4622      4.63281      -4.8125      6.133      4.64844      -4.8125      6.363      0.0167858      0
 10415      11091      4622      4.63281      -4.8125      6.133      4.70312      -4.75      6.351      0.00826353      1
 10416      12561      4624      4.64844      -4.8125      6.363      4.63281      -4.78125      6.393      0.0156793      0
 10417      3216      12561      4.63281      -4.78125      6.393      4.51562      -4.84375      6.408      0.00845024      0
 10418      4625      12561      4.63281      -4.78125      6.393      4.64844      -4.84375      6.609      0.0146001      0
 10419      4724      12561      4.63281      -4.78125      6.393      4.60156      -4.5625      6.445      0.00722901      1
 10420      12652      12561      4.63281      -4.78125      6.393      4.52344      -4.625      6.359      0.00768711      0
 10421      12650      12652      4.52344      -4.625      6.359      4.59375      -4.53125      6.396      0.000312083      1
 10422      3214      4625      4.64844      -4.84375      6.609      4.51562      -4.8125      6.646      0.0098773      0
 10423      11086      4625      4.64844      -4.84375      6.609      4.64062      -4.84375      6.673      0.00753893      0
 10424      11186      4625      4.64844      -4.84375      6.609      4.76562      -4.96875      6.599      0.0130348      0
 10425      3393      11186      4.76562      -4.96875      6.599      4.85156      -5      6.739      0.00576766      1
 10426      3395      11186      4.76562      -4.96875      6.599      4.89062      -4.90625      6.713      0.0116612      0
 10427      4436      11186      4.76562      -4.96875      6.599      4.85938      -5.0625      6.593      0.00866845      0
 10428      12389      11186      4.76562      -4.96875      6.599      4.94531      -4.96875      6.685      0.00576766      1
 10429      3468      4436      4.85938      -5.0625      6.593      4.92188      -5.25      6.699      0.00238626      1
 10430      12309      4436      4.85938      -5.0625      6.593      5.04688      -5.125      6.717      0.00428118      0
 10431      4280      12309      5.04688      -5.125      6.717      5.16406      -5.1875      6.7      0.00161503      1
 10432      11362      12309      5.04688      -5.125      6.717      5.07031      -5.21875      6.644      0.00304325      0
 10433      4281      11362      5.07031      -5.21875      6.644      5.09375      -5.28125      6.699      0.00233806      0
 10434      3534      4281      5.09375      -5.28125      6.699      5.10938      -5.28125      6.848      0.000956175      1
 10435      4218      4281      5.09375      -5.28125      6.699      5.24219      -5.375      6.791      0.00140314      0
 10436      11440      4281      5.09375      -5.28125      6.699      5.20312      -5.34375      6.629      0.000956175      1
 10437      11507      4218      5.24219      -5.375      6.791      5.28906      -5.5      6.743      0.000365489      1
 10438      12387      3395      4.89062      -4.90625      6.713      5.00781      -4.875      6.708      0.0104952      0
 10439      4350      12387      5.00781      -4.875      6.708      5.14062      -4.96875      6.682      0.00940073      0
 10440      4430      12387      5.00781      -4.875      6.708      5.07031      -4.78125      6.728      0.00467887      1
 10441      11364      4350      5.14062      -4.96875      6.682      5.16406      -5.03125      6.692      0.00852087      0
 10442      3536      11364      5.16406      -5.03125      6.692      5.24219      -4.96875      6.905      0.00738549      0
 10443      11512      11510      5.46875      -5.15625      6.817      5.50781      -5.09375      6.864      0.00506889      0
 10444      4214      11512      5.50781      -5.09375      6.864      5.49219      -5.0625      7.013      0.0042105      0
 10445      11557      11512      5.50781      -5.09375      6.864      5.66406      -5.15625      7.002      0.00221837      1
 10446      4212      4214      5.49219      -5.0625      7.013      5.55469      -4.96875      7.039      0.00327008      0
 10447      11513      4212      5.55469      -4.96875      7.039      5.57812      -4.9375      7.018      0.00272122      0
 10448      11559      11513      5.57812      -4.9375      7.018      5.76562      -4.96875      7.09      0.00189201      0
 10449      11558      11559      5.76562      -4.96875      7.09      5.74219      -5      7.301      0.00057619      1
 10450      3535      3536      5.24219      -4.96875      6.905      5.24219      -4.9375      7.146      0.00303885      1
 10451      12230      3536      5.24219      -4.96875      6.905      5.40625      -4.9375      6.964      0.00586474      0
 10452      12231      3536      5.24219      -4.96875      6.905      5.36719      -4.96875      7.049      0.00385536      0
 10453      3537      12231      5.36719      -4.96875      7.049      5.33594      -4.75      7.129      0.000636785      1
 10454      12229      12230      5.40625      -4.9375      6.964      5.45312      -4.875      6.925      0.0049078      0
 10455      4278      12229      5.45312      -4.875      6.925      5.47656      -4.78125      6.955      0.00252735      0
 10456      12226      12229      5.45312      -4.875      6.925      5.50781      -4.8125      6.982      0.00423736      0
 10457      3586      12226      5.50781      -4.8125      6.982      5.49219      -4.78125      7.106      0.00343198      0
 10458      3585      3586      5.49219      -4.78125      7.106      5.46875      -4.8125      7.201      0.00263681      0
 10459      4208      3586      5.49219      -4.78125      7.106      5.71094      -4.78125      7.17      0.00139358      1
 10460      12225      3586      5.49219      -4.78125      7.106      5.59375      -4.71875      7.238      0.00191794      0
 10461      4210      12225      5.59375      -4.71875      7.238      5.67969      -4.84375      7.293      0.000421079      1
 10462      11444      3585      5.46875      -4.8125      7.201      5.42188      -4.84375      7.573      0.00106861      1
 10463      12300      4278      5.47656      -4.78125      6.955      5.42188      -4.6875      6.991      0.000288312      1
 10464      10981      11086      4.64062      -4.84375      6.673      4.54688      -4.65625      6.733      0.000859346      1
 10465      11083      11086      4.64062      -4.84375      6.673      4.53906      -5      6.919      0.000859346      1
 10466      3213      3214      4.51562      -4.8125      6.646      4.4375      -5      6.691      0.00288237      1
 10467      4728      3214      4.51562      -4.8125      6.646      4.51562      -4.6875      6.77      0.00553642      0
 10468      10866      4728      4.51562      -4.6875      6.77      4.4375      -4.53125      6.811      0.00426119      0
 10469      10977      4728      4.51562      -4.6875      6.77      4.53906      -4.625      7.126      0.00228643      1
 10470      3011      10866      4.4375      -4.53125      6.811      4.29688      -4.5      7.083      0.00169343      1
 10471      12751      10866      4.4375      -4.53125      6.811      4.49219      -4.4375      6.839      0.00324057      0
 10472      3016      12751      4.49219      -4.4375      6.839      4.36719      -4.34375      7.003      0.00133209      1
 10473      4813      12751      4.49219      -4.4375      6.839      4.5625      -4.34375      6.989      0.00221231      0
 10474      12749      12751      4.49219      -4.4375      6.839      4.52344      -4.40625      6.734      0.00133209      1
 10475      12844      12751      4.49219      -4.4375      6.839      4.40625      -4.3125      6.837      0.00205875      0
 10476      3018      12844      4.40625      -4.3125      6.837      4.40625      -4.25      6.994      0.000601695      1
 10477      4903      12844      4.40625      -4.3125      6.837      4.36719      -4.3125      6.839      0.00116601      0
 10478      2911      4903      4.36719      -4.3125      6.839      4.1875      -4.34375      6.864      0.000486786      1
 10479      4811      4813      4.5625      -4.34375      6.989      4.63281      -4.25      7.036      0.00115543      0
 10480      12753      4813      4.5625      -4.34375      6.989      4.49219      -4.46875      7.217      0.000739887      1
 10481      12842      4813      4.5625      -4.34375      6.989      4.48438      -4.21875      7.007      0.000739887      1
 10482      12841      4811      4.63281      -4.25      7.036      4.54688      -4.15625      7.08      0.000344875      1
 10483      12660      3216      4.51562      -4.84375      6.408      4.375      -4.8125      6.411      0.00148749      0
 10484      3107      12660      4.375      -4.8125      6.411      4.375      -4.75      6.582      0.000480894      1
 10485      4531      4529      4.6875      -5      6.008      4.69531      -5      6.296      0.00595826      0
 10486      4438      4531      4.69531      -5      6.296      4.71094      -5.25      6.508      0.00229285      1
 10487      11085      4531      4.69531      -5      6.296      4.5625      -5      6.385      0.00434418      0
 10488      3314      11085      4.5625      -5      6.385      4.64062      -5.03125      6.622      0.00290891      0
 10489      4535      3314      4.64062      -5.03125      6.622      4.67969      -5.0625      6.695      0.00176943      0
 10490      12472      3314      4.64062      -5.03125      6.622      4.70312      -5      6.681      0.000961466      1
